i node1 node2 node3 node4 node5 node6 node7 node8 node9 node10
281.000000 -1.098460 -1.098460 1.407994 -1.147922 1.548926 0.000000 0.000000 0.000000 0.000000 0.000000
291.000000 2.189587 2.189587 1.986078 1.935622 1.744235 0.000000 0.000000 0.000000 0.000000 0.000000
301.000000 -1.022372 -1.022372 1.742386 2.665386 2.979791 0.000000 0.000000 0.000000 0.000000 0.000000
311.000000 -0.170681 -0.170681 2.244498 -0.086653 3.165704 0.000000 0.000000 0.000000 0.000000 0.000000
321.000000 -0.952747 -0.952747 1.486324 -1.037997 1.728076 0.000000 0.000000 0.000000 0.000000 0.000000
331.000000 -1.252479 -1.252479 1.045016 6.179198 2.683083 0.000000 0.000000 0.000000 0.000000 0.000000
341.000000 1.323751 1.323751 0.384515 3.367689 5.410993 0.000000 0.000000 0.000000 0.000000 0.000000
351.000000 3.456900 3.456900 1.364502 4.145484 9.095312 0.000000 0.000000 0.000000 0.000000 0.000000
361.000000 2.444634 2.444634 -1.222168 2.123308 -0.883820 0.000000 0.000000 0.000000 0.000000 0.000000
371.000000 -1.336376 -1.336376 3.733964 1.287506 -0.817219 0.000000 0.000000 0.000000 0.000000 0.000000
381.000000 2.891462 2.891462 2.030310 2.172229 0.912202 0.000000 0.000000 0.000000 0.000000 0.000000
391.000000 0.445223 0.445223 -0.331329 0.285763 -0.611293 0.000000 0.000000 0.000000 0.000000 0.000000
401.000000 2.548461 2.548461 -0.096534 2.133832 3.741296 0.000000 0.000000 0.000000 0.000000 0.000000
411.000000 3.305720 3.305720 3.156265 4.295066 4.362783 0.000000 0.000000 0.000000 0.000000 0.000000
421.000000 0.780635 0.780635 0.843564 0.793935 0.866599 0.000000 0.000000 0.000000 0.000000 0.000000
431.000000 -0.170090 -0.170090 -0.406073 -0.219960 -0.492449 0.000000 0.000000 0.000000 0.000000 0.000000
441.000000 2.749827 2.749827 0.822668 3.165667 6.074689 0.000000 0.000000 0.000000 0.000000 0.000000
451.000000 1.129010 1.129010 -0.226258 0.692452 -0.790505 0.000000 0.000000 0.000000 0.000000 0.000000
461.000000 1.102438 1.102438 0.109575 0.869040 -0.281195 0.000000 0.000000 0.000000 0.000000 0.000000
471.000000 -0.506579 -0.506579 -0.027259 -0.408676 0.144520 0.000000 0.000000 0.000000 0.000000 0.000000
481.000000 1.059152 1.059152 1.947794 1.302057 2.400277 0.000000 0.000000 0.000000 0.000000 0.000000
491.000000 2.576477 2.576477 1.696833 3.310536 2.618044 0.000000 0.000000 0.000000 0.000000 0.000000
501.000000 -0.366423 -0.366423 -0.751299 -0.414374 -0.854563 0.000000 0.000000 0.000000 0.000000 0.000000
511.000000 2.427175 2.427175 0.453310 3.734208 1.789380 0.000000 0.000000 0.000000 0.000000 0.000000
521.000000 1.899881 1.899881 1.554428 1.812593 1.412140 0.000000 0.000000 0.000000 0.000000 0.000000
531.000000 2.031765 2.031765 -0.858284 1.759013 -0.524034 0.000000 0.000000 0.000000 0.000000 0.000000
541.000000 -0.341494 -0.341494 -0.618567 -0.398559 -0.718446 0.000000 0.000000 0.000000 0.000000 0.000000
551.000000 1.766230 1.766230 3.925757 1.985786 -1.189175 0.000000 0.000000 0.000000 0.000000 0.000000
561.000000 3.718695 3.718695 7.591071 2.104058 -1.316748 0.000000 0.000000 0.000000 0.000000 0.000000
571.000000 1.987732 1.987732 1.475621 -0.589806 2.434187 0.000000 0.000000 0.000000 0.000000 0.000000
581.000000 1.315144 1.315144 2.282955 0.782416 1.419355 0.000000 0.000000 0.000000 0.000000 0.000000
591.000000 2.712385 2.712385 2.290344 2.140354 1.430965 0.000000 0.000000 0.000000 0.000000 0.000000
601.000000 2.187119 2.187119 1.111968 -0.562002 1.775858 0.000000 0.000000 0.000000 0.000000 0.000000
611.000000 2.026037 2.026037 1.251002 -0.399954 1.900564 0.000000 0.000000 0.000000 0.000000 0.000000
621.000000 3.252855 3.252855 0.783803 2.562431 -0.204251 0.000000 0.000000 0.000000 0.000000 0.000000
631.000000 1.223816 1.223816 2.095221 1.404330 2.409939 0.000000 0.000000 0.000000 0.000000 0.000000
641.000000 1.306960 1.306960 1.895583 0.819132 2.162506 0.000000 0.000000 0.000000 0.000000 0.000000
651.000000 0.173772 0.173772 0.028628 0.593009 5.945836 0.000000 0.000000 0.000000 0.000000 0.000000
661.000000 0.281155 0.281155 0.886835 0.350028 1.020867 0.000000 0.000000 0.000000 0.000000 0.000000
671.000000 3.073579 3.073579 0.088408 2.124241 0.936286 0.000000 0.000000 0.000000 0.000000 0.000000
681.000000 4.530237 4.530237 1.255244 4.447423 1.359707 0.000000 0.000000 0.000000 0.000000 0.000000
691.000000 -0.920270 -0.920270 2.017954 2.703318 3.339448 0.000000 0.000000 0.000000 0.000000 0.000000
701.000000 0.001819 0.001819 -0.800519 -0.131613 1.732374 0.000000 0.000000 0.000000 0.000000 0.000000
711.000000 3.002285 3.002285 1.214398 2.237621 0.211858 0.000000 0.000000 0.000000 0.000000 0.000000
721.000000 0.371423 0.371423 -0.277555 0.236930 -0.512619 0.000000 0.000000 0.000000 0.000000 0.000000
731.000000 2.382803 2.382803 0.075651 2.027853 3.152638 0.000000 0.000000 0.000000 0.000000 0.000000
741.000000 1.210516 1.210516 0.113690 1.023916 0.146227 0.000000 0.000000 0.000000 0.000000 0.000000
751.000000 2.774424 2.774424 0.023860 3.868579 1.253358 0.000000 0.000000 0.000000 0.000000 0.000000
761.000000 1.847601 1.847601 2.502905 2.025120 2.786100 0.000000 0.000000 0.000000 0.000000 0.000000
771.000000 6.824767 6.824767 5.760851 1.403087 1.143381 0.000000 0.000000 0.000000 0.000000 0.000000
781.000000 2.359099 2.359099 -0.058300 3.309528 0.979100 0.000000 0.000000 0.000000 0.000000 0.000000
791.000000 5.756744 5.756744 4.713375 0.083521 1.784268 0.000000 0.000000 0.000000 0.000000 0.000000
801.000000 -0.123387 -0.123387 -0.421028 -0.186293 -0.529979 0.000000 0.000000 0.000000 0.000000 0.000000
811.000000 2.411389 2.411389 0.589645 2.794748 5.558588 0.000000 0.000000 0.000000 0.000000 0.000000
821.000000 2.150476 2.150476 3.827164 2.288256 -1.316367 0.000000 0.000000 0.000000 0.000000 0.000000
831.000000 -0.160451 -0.160451 1.081744 0.076721 1.522469 0.000000 0.000000 0.000000 0.000000 0.000000
841.000000 3.047608 3.047608 2.591290 2.144530 2.084896 0.000000 0.000000 0.000000 0.000000 0.000000
851.000000 2.509798 2.509798 1.930785 2.387424 1.718838 0.000000 0.000000 0.000000 0.000000 0.000000
861.000000 2.156456 2.156456 0.885120 -0.643213 1.484992 0.000000 0.000000 0.000000 0.000000 0.000000
871.000000 2.530970 2.530970 4.250784 1.173813 1.727611 0.000000 0.000000 0.000000 0.000000 0.000000
881.000000 2.106315 2.106315 1.861108 2.906693 2.918362 0.000000 0.000000 0.000000 0.000000 0.000000
891.000000 1.969996 1.969996 1.702010 1.913383 1.603939 0.000000 0.000000 0.000000 0.000000 0.000000
901.000000 -0.998639 -0.998639 -1.258993 4.576747 -0.660985 0.000000 0.000000 0.000000 0.000000 0.000000
911.000000 -0.492264 -0.492264 -0.282205 -0.447835 -0.205280 0.000000 0.000000 0.000000 0.000000 0.000000
921.000000 1.733880 1.733880 0.149131 -0.947302 0.642491 0.000000 0.000000 0.000000 0.000000 0.000000
931.000000 1.956029 1.956029 1.714845 1.904871 1.626373 0.000000 0.000000 0.000000 0.000000 0.000000
941.000000 -0.976360 -0.976360 -1.154834 4.464851 -0.543877 0.000000 0.000000 0.000000 0.000000 0.000000
951.000000 0.652876 0.652876 1.004719 0.727266 1.133540 0.000000 0.000000 0.000000 0.000000 0.000000
961.000000 1.252056 1.252056 1.420043 1.279550 1.473935 0.000000 0.000000 0.000000 0.000000 0.000000
971.000000 2.015180 2.015180 1.384558 1.881912 -1.367857 0.000000 0.000000 0.000000 0.000000 0.000000
981.000000 -0.481637 -0.481637 0.672762 -0.306215 0.980057 0.000000 0.000000 0.000000 0.000000 0.000000
991.000000 0.741051 0.741051 0.969037 0.781253 1.045030 0.000000 0.000000 0.000000 0.000000 0.000000
