i node1 node2 node3 node4 node5 node6 node7 node8 node9 node10
181.000000 -6.582751 -6.616412 -6.618589 -6.606458 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
191.000000 -4.136878 -4.121946 -4.126966 -4.128614 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
201.000000 -4.867054 -4.848412 -4.850928 -4.856032 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
211.000000 -7.408375 -7.394549 -7.390624 -7.400939 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
221.000000 -11.424941 -11.416422 -11.407311 -11.420476 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
231.000000 -14.036162 -14.039654 -14.039739 -14.037449 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
241.000000 -8.803049 -8.815464 -8.834654 -8.808699 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
251.000000 -2.618490 -2.622061 -2.628869 -2.620134 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
261.000000 -2.107394 -2.107092 -2.103998 -2.107224 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
271.000000 -3.720188 -3.720385 -3.713076 -3.720226 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
281.000000 -6.857115 -6.857961 -6.843821 -6.857440 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
291.000000 -12.519918 -12.520541 -12.498769 -12.520138 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
301.000000 -17.296799 -17.295142 -17.297915 -17.296030 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
311.000000 -7.592473 -7.590052 -7.639171 -7.591493 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
321.000000 1.495720 1.495453 1.488173 1.495508 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
331.000000 1.665184 1.664870 1.667147 1.664982 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
341.000000 1.606312 1.606352 1.605459 1.606262 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
351.000000 2.744369 2.744649 2.739863 2.744412 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
361.000000 5.806479 5.806977 5.794949 5.806603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
371.000000 12.672294 12.672947 12.648094 12.672484 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
381.000000 21.203652 21.203821 21.195596 21.203673 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
391.000000 6.803492 6.802994 6.871034 6.803274 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
401.000000 -6.497161 -6.497185 -6.495347 -6.495813 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
411.000000 -6.322367 -6.322351 -6.330389 -6.321725 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
421.000000 -7.620257 -7.620247 -7.625030 -7.619925 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
431.000000 -10.912826 -10.912823 -10.913907 -10.912363 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
441.000000 -13.350398 -13.350405 -13.345756 -13.349878 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
451.000000 -9.432799 -9.432809 -9.427024 -9.433242 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
461.000000 -3.709279 -3.709280 -3.709223 -3.710347 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
471.000000 -2.853189 -2.853187 -2.854695 -2.853951 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
481.000000 -4.476446 -4.476445 -4.477519 -4.477078 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
491.000000 -7.766511 -7.766510 -7.767295 -7.767149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
501.000000 -13.075206 -13.075206 -13.075712 -13.075625 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
511.000000 -15.669747 -15.669747 -15.669322 -15.669164 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
521.000000 -6.216771 -6.216772 -6.215914 -6.215675 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
531.000000 0.165323 0.165322 0.165437 0.165600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
541.000000 -0.021485 -0.021485 -0.021458 -0.021330 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
551.000000 -0.856197 -0.856197 -0.856061 -0.855915 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
561.000000 -1.946385 -1.946386 -1.946130 -1.945957 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
571.000000 -4.308436 -4.308437 -4.308029 -4.307832 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
581.000000 -9.888892 -9.888893 -9.888313 -9.888105 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
591.000000 -19.956775 -19.956776 -19.956447 -19.956306 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
601.000000 -15.032815 -15.032813 -15.034168 -15.034511 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
611.000000 6.508311 6.508311 6.507956 6.507462 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
621.000000 7.482008 7.482009 7.481947 7.481636 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
631.000000 7.870278 7.870278 7.870061 7.869810 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
641.000000 10.076843 10.076843 10.076634 10.076472 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
651.000000 11.857066 11.857067 11.857033 11.856936 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
661.000000 9.793771 9.793771 9.793871 9.793810 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
671.000000 5.705918 5.705918 5.705967 5.705953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
681.000000 4.494101 4.494101 4.494099 4.494111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
691.000000 5.832494 5.832494 5.832479 5.832495 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
701.000000 8.800928 8.800928 8.800913 8.800927 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
711.000000 12.568633 12.568633 12.568625 12.568633 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
721.000000 12.647520 12.647520 12.647526 12.647522 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
731.000000 6.206846 6.206846 6.206851 6.206848 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
741.000000 2.596169 2.596169 2.596169 2.596169 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
751.000000 3.189797 3.189797 3.189796 3.189797 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
761.000000 5.465536 5.465536 5.465535 5.465536 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
771.000000 9.694893 9.694893 9.694892 9.694893 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
781.000000 15.351167 15.351167 15.351167 15.351167 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
791.000000 13.313429 13.313429 13.313429 13.313429 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
801.000000 1.955928 1.955928 1.955928 1.955928 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
811.000000 -0.754642 -0.754642 -0.754642 -0.754642 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
821.000000 -0.101483 -0.101483 -0.101483 -0.101483 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
831.000000 0.407993 0.407993 0.407993 0.407993 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
841.000000 0.992402 0.992402 0.992402 0.992402 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
851.000000 2.298333 2.298333 2.298333 2.298333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
861.000000 5.611836 5.611836 5.611835 5.611836 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
871.000000 13.643366 13.643366 13.643366 13.643366 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
881.000000 24.094451 24.094451 24.094451 24.094451 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
891.000000 2.617071 2.617071 2.617071 2.617071 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
901.000000 -10.112053 -10.112053 -10.112053 -10.112053 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
911.000000 -8.998071 -8.998071 -8.998071 -8.998071 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
921.000000 -8.937302 -8.937302 -8.937302 -8.937302 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
931.000000 -9.212612 -9.212612 -9.212612 -9.212612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
941.000000 -8.957468 -8.957468 -8.957468 -8.957468 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
951.000000 -8.194035 -8.194035 -8.194035 -8.194035 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
961.000000 -7.662751 -7.662751 -7.662751 -7.662751 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
971.000000 -7.864159 -7.864159 -7.864159 -7.864159 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
981.000000 -8.654709 -8.654709 -8.654709 -8.654709 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
991.000000 -9.412292 -9.412292 -9.412292 -9.412292 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
