x y errorx errory
1.000000 2.039223 0.0 1.113242
51.000000 2.991504 0.0 1.325902
101.000000 3.649131 0.0 1.804785
151.000000 3.656387 0.0 2.793146
201.000000 3.595063 0.0 2.798999
251.000000 3.168338 0.0 2.757958
301.000000 3.025358 0.0 2.634665
351.000000 2.878395 0.0 2.864279
401.000000 2.618653 0.0 2.956177
451.000000 2.414083 0.0 2.302289
501.000000 2.207788 0.0 2.380402
551.000000 1.963883 0.0 2.138489
601.000000 2.141818 0.0 2.214598
651.000000 1.890675 0.0 2.060597
701.000000 1.977924 0.0 2.226148
751.000000 1.924394 0.0 2.251073
801.000000 1.757790 0.0 2.131200
851.000000 1.464294 0.0 1.847563
901.000000 1.495090 0.0 2.182197
951.000000 1.707364 0.0 2.152912
1001.000000 1.758577 0.0 2.210083
1051.000000 1.499306 0.0 1.898304
1101.000000 1.717883 0.0 2.182393
1151.000000 1.539745 0.0 2.169651
1201.000000 1.382450 0.0 1.426056
1251.000000 1.523211 0.0 1.951594
1301.000000 1.449372 0.0 2.129555
1351.000000 1.378911 0.0 2.134647
1401.000000 1.350534 0.0 1.633732
1451.000000 1.368956 0.0 1.968930
1501.000000 1.309434 0.0 2.144708
1551.000000 1.260973 0.0 1.815023
1601.000000 1.157373 0.0 1.386530
1651.000000 1.129421 0.0 1.538929
1701.000000 1.276065 0.0 1.850235
1751.000000 1.059514 0.0 1.668463
1801.000000 0.826844 0.0 1.182665
1851.000000 1.100004 0.0 1.632894
1901.000000 1.047917 0.0 1.663691
1951.000000 1.033791 0.0 1.569430
2001.000000 1.117394 0.0 1.611914
2051.000000 0.975142 0.0 1.354540
2101.000000 0.811833 0.0 0.807215
2151.000000 0.915103 0.0 1.394795
2201.000000 1.042053 0.0 1.400525
2251.000000 1.057927 0.0 1.703113
2301.000000 0.923107 0.0 1.309111
2351.000000 0.876737 0.0 1.384570
2401.000000 0.930291 0.0 1.214003
2451.000000 0.874323 0.0 1.225531
2501.000000 0.834211 0.0 1.499902
2551.000000 0.793066 0.0 1.244353
2601.000000 0.790775 0.0 1.235438
2651.000000 0.945141 0.0 1.570625
2701.000000 0.893003 0.0 1.352488
2751.000000 0.662736 0.0 0.841258
2801.000000 0.607269 0.0 0.685226
2851.000000 0.630397 0.0 0.813312
2901.000000 0.736369 0.0 0.815148
2951.000000 0.687399 0.0 0.834045
3001.000000 0.601073 0.0 0.809411
3051.000000 0.826135 0.0 1.113985
3101.000000 0.795426 0.0 1.119503
3151.000000 0.682540 0.0 0.694386
3201.000000 0.645506 0.0 1.006312
3251.000000 0.569258 0.0 0.638333
3301.000000 0.537363 0.0 0.650948
3351.000000 0.539690 0.0 0.709431
3401.000000 0.487435 0.0 0.660467
3451.000000 0.621054 0.0 0.664484
3501.000000 0.530771 0.0 0.524557
3551.000000 0.513370 0.0 0.638799
3601.000000 0.607052 0.0 0.707361
3651.000000 0.560931 0.0 0.729143
3701.000000 0.563377 0.0 0.721833
3751.000000 0.537806 0.0 0.728810
3801.000000 0.563075 0.0 0.711469
3851.000000 0.494766 0.0 0.735029
3901.000000 0.553791 0.0 0.707405
3951.000000 0.547499 0.0 0.717349
4001.000000 0.611963 0.0 0.685332
