x y errorx errory
1.000000 1.875658 0.0 1.807823
51.000000 1.057126 0.0 0.152045
101.000000 1.061527 0.0 0.233784
151.000000 1.075265 0.0 0.354611
201.000000 1.171597 0.0 0.424609
251.000000 0.997023 0.0 0.152893
301.000000 1.039265 0.0 0.109242
351.000000 0.995951 0.0 0.139847
401.000000 0.966436 0.0 0.086026
451.000000 1.214331 0.0 0.717826
501.000000 1.011288 0.0 0.075496
551.000000 1.010617 0.0 0.031553
601.000000 0.987307 0.0 0.049159
651.000000 1.356731 0.0 0.952584
701.000000 1.117894 0.0 0.519476
751.000000 1.092802 0.0 0.328683
801.000000 1.117641 0.0 0.226200
851.000000 1.004084 0.0 0.028993
901.000000 1.267774 0.0 0.895250
951.000000 1.016350 0.0 0.043944
1001.000000 1.312858 0.0 0.942773
1051.000000 1.183971 0.0 0.643635
1101.000000 1.012625 0.0 0.254535
1151.000000 1.046880 0.0 0.287579
1201.000000 1.000353 0.0 0.164402
1251.000000 1.427913 0.0 1.527666
1301.000000 1.008208 0.0 0.064248
1351.000000 1.102863 0.0 0.222206
1401.000000 1.492861 0.0 1.934135
1451.000000 1.124261 0.0 0.604865
1501.000000 1.144991 0.0 0.370493
