i node1 node2 node3 node4 node5 node6 node7 node8 node9 node10
421.000000 21.841840 21.841825 21.852189 21.841068 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
431.000000 22.013827 22.013808 22.025831 22.012933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
441.000000 27.179840 27.179825 27.188690 27.178453 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
451.000000 33.196455 33.196456 33.194894 33.194937 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
461.000000 31.192634 31.192643 31.187317 31.192379 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
471.000000 25.464977 25.464983 25.462150 25.465470 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
481.000000 20.710135 20.710137 20.709183 20.710950 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
491.000000 18.155075 18.155076 18.155216 18.156250 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
501.000000 20.067742 20.067741 20.068724 20.069420 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
511.000000 29.851831 29.851830 29.853065 29.853486 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
521.000000 36.866586 36.866586 36.866387 36.866416 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
531.000000 30.275384 30.275385 30.274722 30.274557 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
541.000000 23.025271 23.025271 23.024839 23.024690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
551.000000 17.611170 17.611171 17.610866 17.610704 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
561.000000 13.558052 13.558052 13.557769 13.557563 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
571.000000 10.798148 10.798149 10.797773 10.797495 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
581.000000 10.433450 10.433451 10.432756 10.432358 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
591.000000 18.711363 18.711365 18.709914 18.709326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
601.000000 42.117035 42.117036 42.116243 42.115733 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
611.000000 37.536899 37.536898 37.537907 37.538332 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
621.000000 27.503438 27.503437 27.503915 27.504229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
631.000000 23.831349 23.831348 23.831523 23.831682 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
641.000000 23.490155 23.490155 23.490120 23.490214 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
651.000000 26.743898 26.743898 26.743763 26.743820 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
661.000000 31.022197 31.022197 31.022145 31.022149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
671.000000 30.583678 30.583678 30.583705 30.583680 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
681.000000 26.528502 26.528502 26.528526 26.528507 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
691.000000 22.720454 22.720454 22.720465 22.720455 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
701.000000 21.059802 21.059802 21.059802 21.059801 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
711.000000 23.548380 23.548380 23.548371 23.548377 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
721.000000 30.606248 30.606248 30.606241 30.606246 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
731.000000 33.519128 33.519128 33.519129 33.519129 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
741.000000 28.630714 28.630714 28.630716 28.630715 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
751.000000 22.981490 22.981490 22.981491 22.981491 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
761.000000 18.950094 18.950094 18.950094 18.950094 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
771.000000 17.760754 17.760754 17.760754 17.760754 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
781.000000 22.776731 22.776731 22.776730 22.776731 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
791.000000 34.728513 34.728513 34.728513 34.728513 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
801.000000 35.315841 35.315841 35.315841 35.315841 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
811.000000 27.096703 27.096703 27.096703 27.096703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
821.000000 20.592850 20.592850 20.592850 20.592850 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
831.000000 15.721546 15.721546 15.721546 15.721546 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
841.000000 12.025651 12.025651 12.025651 12.025651 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
851.000000 9.296863 9.296863 9.296863 9.296863 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
861.000000 7.740745 7.740745 7.740745 7.740745 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
871.000000 9.750475 9.750475 9.750475 9.750475 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
881.000000 26.612446 26.612446 26.612446 26.612446 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
891.000000 47.126057 47.126057 47.126057 47.126057 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
901.000000 32.696218 32.696218 32.696218 32.696218 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
911.000000 27.444230 27.444230 27.444230 27.444230 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
921.000000 26.452850 26.452850 26.452850 26.452850 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
931.000000 26.866032 26.866032 26.866032 26.866032 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
941.000000 27.700255 27.700255 27.700255 27.700255 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
951.000000 27.940947 27.940947 27.940947 27.940947 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
961.000000 27.245591 27.245591 27.245591 27.245591 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
971.000000 26.241842 26.241842 26.241842 26.241842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
981.000000 25.814917 25.814917 25.814917 25.814917 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
991.000000 26.464443 26.464443 26.464443 26.464443 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
