x y errorx errory
1.000000 2.019895 0.0 1.389162
51.000000 1.433279 0.0 0.951501
101.000000 0.999165 0.0 0.258149
151.000000 1.418485 0.0 1.194573
201.000000 1.114987 0.0 0.484514
251.000000 0.696236 0.0 0.584047
301.000000 0.701333 0.0 0.557737
351.000000 0.806778 0.0 0.717066
401.000000 0.913981 0.0 0.507216
451.000000 1.281060 0.0 0.873634
501.000000 0.694319 0.0 0.444895
551.000000 0.991980 0.0 1.180090
601.000000 0.762149 0.0 0.511361
651.000000 0.645673 0.0 0.453319
701.000000 0.627507 0.0 0.510278
751.000000 0.467928 0.0 0.355248
801.000000 0.539827 0.0 0.367885
851.000000 0.822704 0.0 0.939720
901.000000 0.504439 0.0 0.464875
951.000000 0.452289 0.0 0.439041
1001.000000 0.604473 0.0 0.682468
1051.000000 0.661362 0.0 0.817713
1101.000000 0.351288 0.0 0.357665
1151.000000 0.281900 0.0 0.209025
1201.000000 0.584926 0.0 0.488285
1251.000000 1.101337 0.0 1.877240
1301.000000 0.693313 0.0 0.689925
1351.000000 0.913738 0.0 1.068468
1401.000000 0.982193 0.0 1.259167
1451.000000 0.607078 0.0 0.418178
1501.000000 0.607529 0.0 0.810552
