x y errorx errory
1.000000 1.000000 0.0 0.000000
51.000000 0.770367 0.0 0.630036
101.000000 0.889311 0.0 0.721692
151.000000 0.952904 0.0 1.025710
201.000000 0.808254 0.0 0.555169
251.000000 0.882632 0.0 0.810899
301.000000 0.960229 0.0 0.693049
351.000000 0.795453 0.0 0.624586
401.000000 0.685906 0.0 0.529791
451.000000 0.917326 0.0 0.849479
501.000000 0.946767 0.0 0.911901
551.000000 0.863072 0.0 0.580214
601.000000 0.842575 0.0 0.735594
651.000000 0.845345 0.0 0.686790
701.000000 1.030303 0.0 0.499686
751.000000 0.852565 0.0 0.534763
801.000000 0.842428 0.0 0.713643
851.000000 0.947665 0.0 0.743802
901.000000 0.623779 0.0 0.359099
951.000000 0.974762 0.0 0.718329
1001.000000 0.953095 0.0 0.937662
1051.000000 0.808456 0.0 0.531464
1101.000000 0.892933 0.0 0.671118
1151.000000 1.078480 0.0 0.567726
1201.000000 0.845821 0.0 0.742173
1251.000000 0.847073 0.0 0.817932
1301.000000 0.826553 0.0 0.536025
1351.000000 0.513559 0.0 0.347477
1401.000000 0.962063 0.0 0.687635
1451.000000 1.125345 0.0 0.704062
1501.000000 1.215165 0.0 1.400953
