x y errorx errory
1.000000 1.000000 0.0 0.000000
51.000000 0.513826 0.0 0.699284
101.000000 0.195796 0.0 0.112839
151.000000 0.459578 0.0 0.547904
201.000000 0.432106 0.0 0.277896
251.000000 0.351625 0.0 0.253379
301.000000 0.265312 0.0 0.194083
351.000000 0.311381 0.0 0.148798
401.000000 0.372287 0.0 0.419438
451.000000 0.288289 0.0 0.164374
501.000000 0.343127 0.0 0.274024
551.000000 0.389009 0.0 0.469408
601.000000 0.324265 0.0 0.221513
651.000000 0.272357 0.0 0.282968
701.000000 0.377247 0.0 0.390046
751.000000 0.298644 0.0 0.221684
801.000000 0.529407 0.0 0.300276
851.000000 0.227596 0.0 0.156997
901.000000 0.548957 0.0 0.500741
951.000000 0.286278 0.0 0.222231
1001.000000 0.614846 0.0 0.812624
1051.000000 0.404985 0.0 0.581024
1101.000000 0.528021 0.0 0.514383
1151.000000 0.366055 0.0 0.371965
1201.000000 0.305649 0.0 0.256774
1251.000000 0.534665 0.0 0.335816
1301.000000 0.328045 0.0 0.129738
1351.000000 0.325469 0.0 0.392835
1401.000000 0.340801 0.0 0.430809
1451.000000 0.495675 0.0 0.466471
1501.000000 0.314179 0.0 0.246677
