x y errorx errory
1.000000 6.010458 0.0 3.977414
51.000000 1.273654 0.0 0.873416
101.000000 0.996263 0.0 0.082645
151.000000 1.442309 0.0 0.735663
201.000000 1.121265 0.0 0.476048
251.000000 0.973112 0.0 0.634671
301.000000 0.939990 0.0 0.409482
351.000000 1.176377 0.0 0.380238
401.000000 1.933591 0.0 1.494510
451.000000 1.352214 0.0 1.072000
501.000000 1.402839 0.0 0.727504
551.000000 1.052874 0.0 0.436452
601.000000 1.497811 0.0 1.540488
651.000000 0.944813 0.0 0.420617
701.000000 1.122987 0.0 0.521573
751.000000 0.846524 0.0 0.171762
801.000000 0.937575 0.0 0.330968
851.000000 1.112794 0.0 0.363493
901.000000 1.075362 0.0 0.438823
951.000000 1.491185 0.0 1.158017
1001.000000 1.201748 0.0 0.695487
1051.000000 1.176303 0.0 0.897671
1101.000000 1.015026 0.0 0.314394
1151.000000 0.885659 0.0 0.385935
1201.000000 1.638789 0.0 1.389943
1251.000000 1.220455 0.0 0.626876
1301.000000 1.120680 0.0 0.514846
1351.000000 1.321709 0.0 1.529525
1401.000000 1.291878 0.0 0.808438
1451.000000 0.959680 0.0 0.436389
1501.000000 2.202861 0.0 3.855981
