x y errorx errory
1.000000 1.000000 0.0 0.000000
51.000000 0.661773 0.0 0.541959
101.000000 0.685162 0.0 0.572761
151.000000 0.672963 0.0 0.331247
201.000000 0.743575 0.0 0.575827
251.000000 0.614036 0.0 0.494165
301.000000 0.681362 0.0 0.602268
351.000000 0.813588 0.0 0.661752
401.000000 0.506753 0.0 0.378975
451.000000 0.763901 0.0 0.593700
501.000000 0.711321 0.0 0.612787
551.000000 0.625586 0.0 0.540613
601.000000 0.652507 0.0 0.602474
651.000000 0.832871 0.0 0.603832
701.000000 0.728199 0.0 0.684393
751.000000 0.728628 0.0 0.485306
801.000000 0.561795 0.0 0.404233
851.000000 0.623095 0.0 0.557380
901.000000 0.699055 0.0 0.680976
951.000000 0.796475 0.0 0.595374
1001.000000 0.697162 0.0 0.706485
1051.000000 0.695096 0.0 0.611658
1101.000000 0.715439 0.0 0.594300
1151.000000 0.680019 0.0 0.673566
1201.000000 0.679928 0.0 0.466071
1251.000000 0.453703 0.0 0.385684
1301.000000 0.626971 0.0 0.626710
1351.000000 0.824088 0.0 0.496496
1401.000000 0.720518 0.0 0.607440
1451.000000 0.567679 0.0 0.393774
1501.000000 0.798920 0.0 0.667721
