x y errorx errory
1.000000 1.000000 0.0 0.000000
51.000000 0.695453 0.0 0.403169
101.000000 0.905491 0.0 1.150593
151.000000 0.665235 0.0 0.468289
201.000000 0.593857 0.0 0.594679
251.000000 0.624640 0.0 0.628750
301.000000 0.880653 0.0 0.885269
351.000000 0.421209 0.0 0.221887
401.000000 0.584259 0.0 0.429053
451.000000 0.725611 0.0 0.577143
501.000000 0.592795 0.0 0.508605
551.000000 0.557649 0.0 0.374909
601.000000 1.037662 0.0 0.986301
651.000000 0.741699 0.0 0.667274
701.000000 0.534417 0.0 0.562321
751.000000 0.573052 0.0 0.333164
801.000000 0.610196 0.0 0.518620
851.000000 0.613663 0.0 0.609572
901.000000 0.929783 0.0 0.707288
951.000000 0.858499 0.0 0.919019
1001.000000 0.698996 0.0 0.708925
1051.000000 0.783564 0.0 0.536206
1101.000000 0.984216 0.0 1.480730
1151.000000 0.689589 0.0 0.535919
1201.000000 0.831657 0.0 0.966432
1251.000000 0.852466 0.0 1.019661
1301.000000 0.554320 0.0 0.391918
1351.000000 0.602200 0.0 0.902069
1401.000000 0.762881 0.0 0.825763
1451.000000 0.730510 0.0 0.975135
1501.000000 0.570569 0.0 0.423112
