x y errorx errory
1.000000 1.450261 0.0 0.873778
51.000000 1.519902 0.0 1.063376
101.000000 2.410550 0.0 1.347534
151.000000 2.665781 0.0 1.583267
201.000000 3.078355 0.0 2.560580
251.000000 2.962218 0.0 2.103585
301.000000 2.541252 0.0 1.952979
351.000000 2.546653 0.0 1.855887
401.000000 2.494048 0.0 2.125533
451.000000 3.061923 0.0 2.090920
501.000000 2.540503 0.0 2.186443
551.000000 2.441242 0.0 1.750725
601.000000 2.684212 0.0 2.147817
651.000000 2.423279 0.0 2.294976
701.000000 2.228011 0.0 2.131041
751.000000 2.582681 0.0 2.074094
801.000000 2.639109 0.0 2.184291
851.000000 2.443043 0.0 2.210106
901.000000 2.053426 0.0 1.314258
951.000000 2.332723 0.0 1.965077
1001.000000 1.781318 0.0 1.550654
1051.000000 1.966432 0.0 1.524584
1101.000000 1.969901 0.0 1.703922
1151.000000 2.102699 0.0 1.830533
1201.000000 1.923242 0.0 1.927521
1251.000000 2.469813 0.0 2.334810
1301.000000 2.542203 0.0 1.918103
1351.000000 1.815489 0.0 1.980314
1401.000000 2.205700 0.0 1.966606
1451.000000 1.354839 0.0 0.451124
1501.000000 1.840059 0.0 1.759728
