x y errorx errory
1.000000 1.000000 0.0 0.000000
51.000000 0.322062 0.0 0.369687
101.000000 0.301779 0.0 0.245326
151.000000 0.220786 0.0 0.295949
201.000000 0.226514 0.0 0.200781
251.000000 0.263472 0.0 0.270987
301.000000 0.351093 0.0 0.300860
351.000000 0.276050 0.0 0.260036
401.000000 0.388591 0.0 0.399940
451.000000 0.254095 0.0 0.232883
501.000000 0.314482 0.0 0.326673
551.000000 0.241608 0.0 0.209421
601.000000 0.244110 0.0 0.157521
651.000000 0.215218 0.0 0.115811
701.000000 0.491972 0.0 0.338535
751.000000 0.244235 0.0 0.172561
801.000000 0.386966 0.0 0.258790
851.000000 0.335841 0.0 0.323810
901.000000 0.329116 0.0 0.241954
951.000000 0.319546 0.0 0.279769
1001.000000 0.162009 0.0 0.100197
1051.000000 0.355224 0.0 0.197890
1101.000000 0.207557 0.0 0.148427
1151.000000 0.442978 0.0 0.340129
1201.000000 0.223707 0.0 0.224438
1251.000000 0.352810 0.0 0.237116
1301.000000 0.389474 0.0 0.388473
1351.000000 0.304899 0.0 0.353394
1401.000000 0.334333 0.0 0.195775
1451.000000 0.212092 0.0 0.195726
1501.000000 0.390618 0.0 0.214221
