x y errorx errory
1.000000 1.603104 0.0 0.853500
51.000000 2.755153 0.0 1.389839
101.000000 3.179961 0.0 1.946030
151.000000 3.331819 0.0 2.423950
201.000000 2.940277 0.0 2.322908
251.000000 3.308560 0.0 2.580249
301.000000 3.102966 0.0 2.615549
351.000000 3.175549 0.0 2.825070
401.000000 3.094252 0.0 2.610607
451.000000 2.671593 0.0 2.519580
501.000000 2.691204 0.0 2.270025
551.000000 2.356283 0.0 2.085230
601.000000 2.399366 0.0 2.436764
651.000000 2.282418 0.0 1.949124
701.000000 1.897950 0.0 1.940052
751.000000 2.207610 0.0 2.266316
801.000000 1.984430 0.0 2.080406
851.000000 2.172050 0.0 2.167091
901.000000 2.112943 0.0 2.126416
951.000000 1.916399 0.0 1.774628
1001.000000 1.750470 0.0 1.546493
1051.000000 1.963676 0.0 2.171074
1101.000000 1.804673 0.0 2.152504
1151.000000 1.803019 0.0 1.706644
1201.000000 1.612328 0.0 1.733040
1251.000000 1.764676 0.0 2.064764
1301.000000 1.418230 0.0 1.601263
1351.000000 1.695616 0.0 1.834039
1401.000000 1.706715 0.0 1.870316
1451.000000 1.647673 0.0 1.625715
1501.000000 1.708763 0.0 1.888536
